Martha,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Yes,"In addition to the Stakeholder Workshops provided by the GSA for the purpose of GSP engagement, there are a number of meetings held by other agencies and organizations that provide opportunities for stakeholder outreach. FPBGA Board Directors will provide GSP updates and information at the meetings they attend as representatives of their respective constituencies. Such meetings attended by current Board Directors include but may not be limited to: Ventura County Integrated Water Management Program Disadvantaged Community stakeholder outreach and education meetings (“WaterTalks” Meetings) Appendix E provides a tool to assist in the documentation of outreach conducted at these meetings.

Community Water Talks – targeted outreach to disadvantaged communities in the watershed (sponsored by Watershed Coalition of Ventura County,  Disadvantaged Communities Program):

The FPBGSA will continue to use the methods identified above to inform the public about  progress implementing the plan, including the status of projects and actions, and to incorporate  public input as an integral element of its decision-making process.","2-9
2.1.5.5 / 2-22","1. Documents outreach plans to stakeholders? (yes/no) 
Yes, GSP documents stakeholder outreach and engagement specific to disadvanatged communities through workshops from the Ventura County Integrated Water Management Program that hosted and continues to host outreach and education meetings called WaterTalks Meetings directly targeted for disadvantaged communities in the Basin. 
2. List specific outreach methods for DACs?  ( yes/no) 
Yes, Lists specific WaterTalk meetings that have been and will continue to be hosted with outreach and engagement opportunities
3. What level of outreach engagement?  
Engagement = Involve"
Martha,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  ( yes/no)
3. What level of outreach engagement? "
Martha,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"Outreach at Meetings Held by Other Agencies and Organizations
In addition to the Stakeholder Workshops provided by the GSA for the purpose of GSP engagement, there are a number of meetings held by other agencies and organizations that provide opportunities for stakeholder outreach. FPBGA Board Directors will provide GSP updates and information at the meetings they attend as representatives of their respective constituencies. Such meetings attended by current Board Directors include but may not be limited to:
 Environmental Stakeholder Director o Friends of the Santa Clara River Board meetings o Santa Clara River Watershed Committee o Santa Clara River Steelhead Coalition o Santa Clara River Environmental Groundwater Committee o Great Ventura County Groundwater Sustainability Agency Environmental Stakeholder Collaborative o California Non-Governmental Groundwater Collaborative o Ventura County Integrated Water Management Program Disadvantaged Community stakeholder outreach and education meetings (“WaterTalks” Meetings) o GSA Environmental Stakeholder Workshops

Other Agencies’ and Organizations’ Communication Channels The FPBGSA may request that the other organizations include information about the GSP and upcoming meetings in their newsletters and/or on their websites, including but not limited to: • Farm Bureau of Ventura County newsletter (hard copy and email) (http://www.farmbureauvc.com/) • Ventura County Coalition of Labor, Agriculture, and Business website (http://colabvc.org/) • Santa Clara River Conservancy newsletter and website (https://santaclarariver.org/) • Keep Sespe Wild newsletter and website (http://www.sespewild.org/, Editor Alasdair Coyne: sespecoyne@gmail.com) • Los Padres Forest Watch newsletter and website (https://lpfw.org/) • Environmental Coalition newsletter (contact: Andy Prokopow, andy_prokopow@mail.com, 805- 642-4919) • Ventura County Agricultural Association newsletter (https://www.ventura.org/agriculturalcommissioner/) • Chamber of Commerce website (http://venturachamber.com/) • “Fillmore News…What’s Happening Today?” Facebook page (https://www.facebook.com/groups/235415826509708/?epa=SEARCH_BOX)","Appendix B-1
Page 9-10","1. Documents outreach plans to stakeholders? (yes/no) 
The GSP documents specific newletters to reach out to for Environmental stakeolder outreach, many which are listed are environmental organizations. The GSP also documents outreach at meetings held by the listed environmental organizations and includes wordint hat GSP will continue these practoces during implementation. We would like to see more specific  details on outreach during implementation plans instead of a general statement saying they will continue similar outreach during implementation. 
2. List specific outreach methods for Environmental stakeholders?  ( yes/no) No
Yes, outreach at specific envionrmental stakeholder meetings as well as outreach through their newsletters. 
3. What level of outreach engagement? 
Engagement= Involve"
Martha,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix B,
Martha,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Somewhat,"Additionally, a map showing Disadvantaged Communities (DACs), as provided by DWR, is included on Figure 2.1-4. The DACs are designated for U.S. Census geographies (e.g., places, tracts, and block groups) based on the Proposition 1 (Prop 1) 2016 Integrated Water Resources Management (IRWM). DACs constitute about 4,700 acres (21%) of the Basin, in the southwestern corner of the Basin (south of Hwy 126) and in the eastern portion of the Basin (north and south of the Santa Clara River and east of Bardsdale). The eastern portion of City of Fillmore is designated as DACs.","2-3 / 2.1.1
Figure 2-1.4","1. Location on the map? (yes/no) Yes
2. Identified by name? (yes/no) No
3. DAC places, tracks, or block data used in map? Block Group"
Martha,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)
"
Martha,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC? No
"
Martha,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location? No
 "
Martha,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"The density of active water wells per square mile (i.e., per township range section) are shown on  Figure 2.1-5 for agricultural wells, Figure 2.1-6 for domestic wells","Figure 2.1-6
2-3","1. How are domestic wells mapped (density/point/none)? Density
"
Sara,,,All,NA,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"From 1951 to 1968 elevated concentrations of TDS, sulfate, chloride and boron were recorded near the Ventura/Los Angeles County Line (in Piru Basin), and is generally attributed to the surface discharge of oil field brines prior to the enactment of the Federal Clean Water Act (UWCD, 2016). However, high TDS and chloride persisted in Santa Clara River in surface water sampled near the County Line and in local groundwater after passage of the Clean Water Act. The main water quality concern over the past couple of decades for agricultural users in Piru Basin (and to a lesser extent in the down-gradient Fillmore Basin) has been impacts associated with Santa Clara River (SCR) perennial surface water base flows sourcing from Los Angeles County (UWCD, 2016). These base flows percolate to groundwater in east Piru Basin and contain elevated chloride tertiary treated water from the Valencia Reclamation Plant that discharges to the Upper SCR. The elevated chloride concentrations in Valencia plant discharge in the Upper SCR are influenced by chloride in imported State Water, as Castaic Lake Water Agency delivers State Water to water retailers in the greater Santa Clarita area (UWCD, 2016) (see GSP subsection 2.2.2.5.3 Point Sources of Groundwater Pollutants). Historically water quality chemicals (analytes or constituents) of concern (COCs) in the Fillmore and Piru basins have generally included, but are not necessarily limited to, the following analytes:• Total Dissolved Solids (TDS)2 • Sulfate3 • Chloride 4 • Nitrate5 • Boron &&& 
Additional Potential COCs
Additional potential COCs in the Fillmore Basin were identified in the FPBGSA Monitoring 3 Program and Data Gap Tech Memo (DBS&A, 2021a and Appendix K) from a review of available groundwater quality data, the most recent Annual Report of Groundwater Conditions (VCWPD, 2016) and Piru/Fillmore Basins Groundwater Conditions report (UWCD, 2016). These additional chemicals include: • Radiochemistry (gross alpha and uranium) • Selenium • Lead • Iron and Manganese. Systematic trend analysis was not performed for these analytes in the TM since sufficient datasets were not available or the chemical has not historically been raised as a prominent concern in the Fillmore and/or Piru basins (i.e., iron and manganese). With the exception of iron and manganese concentration mapping, a wide evaluation time period window was required to assemble adequate analytical data for geospatial evaluation. Narrower time-period windows are preferred for comparative analysis from well-to-well than were used in the TM evaluation but the exercise was useful in detecting potential areas in the Basins that may have elevated chemical concentrations that should be investigated further. The TM includes four figures (not duplicated here in the GSP) that show maximum concentration plotted in map view.
 ","Page 2-43 / 2.2.2.5.1
Page 2-52 / 2.2.2.5.2
Figure 2.2-14
Figure 2.2-22 thru 27","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Boron, TDS, SO4, Chloride, Nitrate 
2. Are the COC's mapped? Yes
3. Is there spatial trend data for all COC's? Yes
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's? Yes


They have trends based on time and each location for COC's And Sulfate, Nitrate Nitrogen, 1,2,3, TCP, Iron, Manganese, cloride, Arsenic, TDS in Appendix I."
Martha,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",No,,,
Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Two interconnected surface water systems have been identified along the Santa Clara River channel (Figure 2.2-10): (1) at the Basin boundaries with Santa Paula basin (i.e., East Grove or Willard Road area) and (2) with Piru basin (i.e., Cienega and Fillmore Fish Hatchery area). These areas are commonly referred to as areas of rising groundwater, where streams are considered gaining flow from groundwater (Figure 2.2-29a). 
&& 
Surface water depletion estimates (Figure 2.2-30b) at the two rising groundwater locations along the Santa Clara River (Figure 2.2-10) exhibit wide variability, ranging from zero depletion (when the rising groundwater ceases to flow during droughts) to up to 10 and 20 cfs at the Willard Road and Fish Hatchery areas, respectively. 
&& 
Depletions are quantified by running two model scenarios, one with historical pumping rates and another with a hypothetical 50% reduction in pumping (Basinwide), and subtracting the surface water flows associated with each scenario. Surface water flows are quantified based on groundwater levels simulated at the same two wells (04N19W25M01S and 03N20W02A01S) that are used to derive the correlation between surface water flows and groundwater levels. The VRGWFM demonstrates 1 excellent calibration of groundwater levels at these wells (United, 2021a [Appendix E]).

&& Surface waters within the Piru and Fillmore groundwater basins have varying degrees of connection to groundwater. Generally, surface waters can be categorized into three major surface water types: perennial reaches, intermittent reaches, and ephemeral reaches. For this discussion we define perennial reaches as those that have surface flow except during prolonged and severedroughts. For the Santa Clara River, perennial reaches are generally supported by rising groundwater and are areas of interconnected surface water (UCWD 2017). Surface flows occur for prolonged periods in intermittent reaches, but the reaches tend to go dry during most years. Ephemeral reaches occur in smaller tributaries within the basin and only support surface flow immediately after storm events.

&& The Santa Clara River in the Fillmore Groundwater Basin has two reaches with rising groundwater (i.e., interconnected surface water) that correspond to the Cienega and the East Grove GDE units. Surface flows in both of these reaches are typically dominated by rising groundwater except during storm flows. The rising groundwater flows can be supplemented by man-made releases from Santa Felicia Dam or Castaic Lake. The extent of rising groundwater (the source of the perennial flow) varies based on water year type (see section 4.3.3 for a discussion). Between these two reaches the Santa Clara River is an intermittent, losing reach for approximately 5 miles. Sespe Creek is perennial at the USGS gage near the Fillmore Groundwater Basin boundary (where the creek exits the mountains) but the downstream extent of perennial flow is not known, although the lower portion of Sespe Creek is intermittent. Other tributaries within the Fillmore Groundwater Basin, including Pole Creek, Boulder Creek, and Timber Creek, are typically ephemeral or intermittent (i.e., disconnected from groundwater). United Water mapped the extent of surface water from 2011–2017 and that is explored below.","Page 2-57 / 2.2.2.7 

&& Page 2-59 / 2.2.2.7

Page 30 / appendix D 

Page 31 / appendix D

Figure 2.2-10
Figure 2.2-11
Figure 2.2-30","1. Is there a clear map of ISWs? somewhat/no - figure 2.2-10 is referenced in the text. This figure is very poorly done and marks two areas of the Santa Clara River as ""GW Discharge Area"". The river itself is not labeled as interconnected. No inclusion of gaining or losing. Figure 2.2-10 and 2.2-11 present the entire Santa Clara River as perennial (which the plan says that perennial =  ISW in appendix D), yet the ISW section states that only two areas of the river are interconnected. Clarification is needed.
2. Was temporal variability and used and described? somewhat - no temporal variability is described in the ISW section, but Appendix E describes the model used to estimate ISW depletions calibrated groundwater levels from 1985-2015, but there is a lack of detail.
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? Somewhat the ISW analysis used the United Water Conservation District Groundwater Model (more details in Appendix E), but little details are provided in the section with regards to ISWs. Appendix E includes more incormation on screening depth and well locations, but this information is not clearly presented. Figure 3.5-1 (not referenced in any ISW section of appendix) shows the groundwater elevation monitoring network.. Figure 2-28 in appendix E presents the key monitoring wells, and there are only two in the Fllmore Basin. Unclear what the screening depths are. Uncertainty in how close the monitoring wells are to the stream gauges."
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Two interconnected surface water systems have been identified along the Santa Clara River channel (Figure 2.2-10): (1) at the Basin boundaries with Santa Paula basin (i.e., East Grove or WillardRoad area) and (2) with Piru basin (i.e., Cienega and Fillmore Fish Hatchery area). These areas are commonly referred to as areas of rising groundwater, where streams are considered gaining flow from groundwater (Figure 2.2-29a). 


&&Data gaps remain regarding identifying the extent and timing of interconnectedness of other stream channel areas (e.g., Sespe Creek and central portions of the Santa Clara River), due to a lack of paired groundwater level and surface water level monitoring sites. Stream conditions here are considered to vary between all three stream conditions depicted on Figure 2.2-29. The significance of interconnected surface water and groundwater conditions at these areas is less than that of the two primary areas of rising groundwater, because surface water exists in these reaches much less often (Figure 2.2-12), and therefore, provides less opportunity for beneficial uses related to aquatic habitat or surface water diversions. The accuracy of the groundwater level to surface water flow correlations can be improved with the use of monitoring wells installed closer to the areas of rising groundwater

&& The Santa Clara River in the Fillmore Groundwater Basin has two reaches with rising groundwater (i.e., interconnected surface water) that correspond to the Cienega and the East Grove GDE units. Surface flows in both of these reaches are typically dominated by rising groundwater except during storm flows. The rising groundwater flows can be supplemented by man-made releases from Santa Felicia Dam or Castaic Lake. The extent of rising groundwater (the source of the perennial flow) varies based on water year type (see section 4.3.3 for a discussion). Between these two reaches the Santa Clara River is an intermittent, losing reach for approximately 5 miles. Sespe Creek is perennial at the USGS gage near the Fillmore Groundwater Basin boundary (where the creek exits the mountains) but the downstream extent of perennial flow is not known, although the lower portion of Sespe Creek is intermittent. Other tributaries within the Fillmore Groundwater Basin, including Pole Creek, Boulder Creek, and Timber Creek, are typically ephemeral or intermittent (i.e., disconnected from groundwater). United Water mapped the extent of surface water from 2011–2017 and that is explored below.",Page 2-57 && 2-59 / 2.2.2.7,"1. Are ISWs mapped in the basin? Somewhat
2. Is the mapping consistent with the assessment? somewhat - the plan was not clear with regards to what surface water is connected in the basin. In the ISW section, the plan concludes that only two areas are interconnected, but in appendix D, the conclusion seems to be that there are two connected reaches  and it also mentions a losing reach of the Santa Clara River. In addition, appendix D  states that Sespe Creek is Perennial, which by their definition is interconnected, but this is not shown in the figures. The ISW section did not conclude any losing reaches or interconnected creeks/tributaries. Clarification is needed. "
Becky,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Yes,"Surface water flows (Figure 2.2-30a) are estimated at these rising groundwater areas (Figures 2.2-10 and 2.2-11), based on strong empirical correlations (see Figures 2-7 and 2-8 from United, 2021a [Appendix E]) between groundwater level measurements and occasional instream (i.e.,manual) surface water flow measurements made by United during Lake Piru and/or Castaic Lake conservation releases. 
&& 
The Fillmore basin had a total of 30 wells within United’s GIS database which had both the necessary specific capacity and well screen perforation data available (Figure 2-24). From these data the horizontal hydraulic conductivity statistics were calculated for wells screened in Aquifer Systems: A only, A and B (AB), A, B, and C (ABC), B only, and C only within Fillmore basin (Table 2-13). Wells with pump test data are distributed across the Fillmore basin. For the Fillmore basin, an average horizontal hydraulic conductivity is estimated at about 149 ft/day for wells screened within A (Layers 1-3), 134 ft/day for A and B (Layers 1-7), 3 ft/day for wells screened across A, B, and C (Layers 1 10), 79 ft/day for B only (Layers 4-7), and 5 ft/day for wells screened in Aquifer System C systems (Layers 8-10).",Page 2-58 / 2.2.2.7 && Page 50 / Appendix E,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)?  yes - information about groundwater data is not included in ISW section. Upon looking through Appendix E, there are details on location of wells and screening depths used in model but unclear from ISW section alone.
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? Yes - no mention otherwise
"
Becky,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Yes,"Data gaps remain regarding identifying the extent and timing of interconnectedness of other stream channel areas (e.g., Sespe Creek and central portions of the Santa Clara River), due to a lack of paired groundwater level and surface water level monitoring sites. Stream conditions here are considered to vary between all three stream conditions depicted on Figure 2.2-29. The significance of interconnected surface water and groundwater conditions at these areas is less than that of the two primary areas of rising groundwater, because surface water exists in these reaches much less often (Figure 2.2-12), and therefore, provides less opportunity for beneficial uses related to aquatic habitat or surface water diversions. The accuracy of the groundwater level to surface water flow correlations can be improved with the use of monitoring wells installed closer to the areas of rising groundwater",Page 2-59 / 2.2.2.7,"1. Were data gaps identified? Yes - Data gaps are clearly identified 
2. Were the data gaps identifed in the ISW section? Yes"
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",No,,,1. Is there a map AND description of pISW? No description or map of pISWS
